#    L    TT             EE             TE             PP             TP          
   267   0.516797E+04   0.404708E+01   0.910228E+02   0.196199E+07   0.143123E+04
   268   0.514278E+04   0.416746E+01   0.924188E+02   0.195396E+07   0.141936E+04
   269   0.511715E+04   0.429006E+01   0.937922E+02   0.194598E+07   0.140757E+04
   270   0.509109E+04   0.441485E+01   0.951436E+02   0.193805E+07   0.139587E+04
   271   0.506463E+04   0.454182E+01   0.964709E+02   0.193017E+07   0.138424E+04
   272   0.503775E+04   0.467096E+01   0.977748E+02   0.192235E+07   0.137270E+04
   273   0.501048E+04   0.480223E+01   0.990538E+02   0.191457E+07   0.136124E+04
   274   0.498282E+04   0.493564E+01   0.100309E+03   0.190685E+07   0.134986E+04
   275   0.495479E+04   0.507114E+01   0.101537E+03   0.189917E+07   0.133856E+04
   276   0.492640E+04   0.520874E+01   0.102739E+03   0.189155E+07   0.132733E+04
   277   0.489765E+04   0.534840E+01   0.103915E+03   0.188397E+07   0.131618E+04
   278   0.486856E+04   0.549010E+01   0.105062E+03   0.187645E+07   0.130511E+04
   279   0.483914E+04   0.563381E+01   0.106182E+03   0.186897E+07   0.129412E+04
   280   0.480939E+04   0.577950E+01   0.107274E+03   0.186154E+07   0.128319E+04
   281   0.477933E+04   0.592714E+01   0.108336E+03   0.185415E+07   0.127235E+04
   282   0.474897E+04   0.607671E+01   0.109369E+03   0.184681E+07   0.126157E+04
   283   0.471832E+04   0.622817E+01   0.110372E+03   0.183952E+07   0.125087E+04
   284   0.468738E+04   0.638149E+01   0.111344E+03   0.183228E+07   0.124024E+04
   285   0.465617E+04   0.653664E+01   0.112284E+03   0.182508E+07   0.122968E+04
   286   0.462470E+04   0.669359E+01   0.113194E+03   0.181792E+07   0.121919E+04
   287   0.459298E+04   0.685228E+01   0.114072E+03   0.181081E+07   0.120877E+04
   288   0.456102E+04   0.701270E+01   0.114916E+03   0.180374E+07   0.119842E+04
   289   0.452883E+04   0.717480E+01   0.115729E+03   0.179672E+07   0.118814E+04
   290   0.449642E+04   0.733854E+01   0.116507E+03   0.178974E+07   0.117792E+04
   291   0.446381E+04   0.750390E+01   0.117252E+03   0.178280E+07   0.116777E+04
   292   0.443099E+04   0.767074E+01   0.117963E+03   0.177590E+07   0.115768E+04
   293   0.439799E+04   0.783915E+01   0.118639E+03   0.176905E+07   0.114766E+04
   294   0.436480E+04   0.800904E+01   0.119280E+03   0.176224E+07   0.113770E+04
   295   0.433145E+04   0.818027E+01   0.119886E+03   0.175546E+07   0.112781E+04
   296   0.429793E+04   0.835291E+01   0.120457E+03   0.174873E+07   0.111798E+04
   297   0.426426E+04   0.852681E+01   0.120990E+03   0.174204E+07   0.110820E+04
   298   0.423044E+04   0.870198E+01   0.121486E+03   0.173538E+07   0.109849E+04
   299   0.419650E+04   0.887834E+01   0.121947E+03   0.172877E+07   0.108884E+04
   300   0.416243E+04   0.905581E+01   0.122369E+03   0.172219E+07   0.107925E+04
   301   0.412826E+04   0.923447E+01   0.122755E+03   0.171565E+07   0.106972E+04
   302   0.409400E+04   0.941409E+01   0.123103E+03   0.170915E+07   0.106024E+04
   303   0.405965E+04   0.959476E+01   0.123414E+03   0.170269E+07   0.105082E+04
   304   0.402523E+04   0.977639E+01   0.123688E+03   0.169626E+07   0.104147E+04
   305   0.399076E+04   0.995892E+01   0.123924E+03   0.168987E+07   0.103217E+04
   306   0.395623E+04   0.101423E+02   0.124121E+03   0.168352E+07   0.102293E+04
   307   0.392168E+04   0.103265E+02   0.124280E+03   0.167720E+07   0.101375E+04
   308   0.388710E+04   0.105114E+02   0.124402E+03   0.167092E+07   0.100462E+04
   309   0.385251E+04   0.106970E+02   0.124485E+03   0.166467E+07   0.995563E+03
   310   0.381790E+04   0.108831E+02   0.124530E+03   0.165846E+07   0.986561E+03
   311   0.378331E+04   0.110698E+02   0.124535E+03   0.165229E+07   0.977619E+03
   312   0.374872E+04   0.112569E+02   0.124502E+03   0.164615E+07   0.968738E+03
   313   0.371417E+04   0.114445E+02   0.124430E+03   0.164004E+07   0.959917E+03
   314   0.367965E+04   0.116323E+02   0.124320E+03   0.163397E+07   0.951157E+03
   315   0.364518E+04   0.118204E+02   0.124170E+03   0.162793E+07   0.942458E+03
   316   0.361077E+04   0.120088E+02   0.123981E+03   0.162193E+07   0.933820E+03
   317   0.357642E+04   0.121973E+02   0.123754E+03   0.161596E+07   0.925243E+03
   318   0.354217E+04   0.123859E+02   0.123488E+03   0.161002E+07   0.916727E+03
   319   0.350800E+04   0.125744E+02   0.123183E+03   0.160412E+07   0.908273E+03
   320   0.347392E+04   0.127630E+02   0.122840E+03   0.159825E+07   0.899881E+03
