#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   177   0.508898E+04  -0.371382E+02   0.173809E-03  -0.371382E+02   0.846874E+00  -0.707370E-06   0.173809E-03  -0.707370E-06   0.646328E-07
   178   0.511518E+04  -0.364741E+02   0.172393E-03  -0.364741E+02   0.835726E+00  -0.692917E-06   0.172393E-03  -0.692917E-06   0.642885E-07
   179   0.514095E+04  -0.357820E+02   0.170993E-03  -0.357820E+02   0.824659E+00  -0.678636E-06   0.170993E-03  -0.678636E-06   0.639470E-07
   180   0.516628E+04  -0.350620E+02   0.169609E-03  -0.350620E+02   0.813711E+00  -0.664516E-06   0.169609E-03  -0.664516E-06   0.636085E-07
   181   0.519116E+04  -0.343144E+02   0.168239E-03  -0.343144E+02   0.802911E+00  -0.650545E-06   0.168239E-03  -0.650545E-06   0.632727E-07
   182   0.521560E+04  -0.335392E+02   0.166885E-03  -0.335392E+02   0.792289E+00  -0.636710E-06   0.166885E-03  -0.636710E-06   0.629397E-07
   183   0.523958E+04  -0.327364E+02   0.165545E-03  -0.327364E+02   0.781867E+00  -0.623002E-06   0.165545E-03  -0.623002E-06   0.626095E-07
   184   0.526308E+04  -0.319063E+02   0.164218E-03  -0.319063E+02   0.771682E+00  -0.609407E-06   0.164218E-03  -0.609407E-06   0.622820E-07
   185   0.528611E+04  -0.310489E+02   0.162906E-03  -0.310489E+02   0.761773E+00  -0.595914E-06   0.162906E-03  -0.595914E-06   0.619572E-07
   186   0.530865E+04  -0.301644E+02   0.161607E-03  -0.301644E+02   0.752160E+00  -0.582512E-06   0.161607E-03  -0.582512E-06   0.616351E-07
   187   0.533070E+04  -0.292530E+02   0.160321E-03  -0.292530E+02   0.742875E+00  -0.569188E-06   0.160321E-03  -0.569188E-06   0.613156E-07
   188   0.535225E+04  -0.283148E+02   0.159047E-03  -0.283148E+02   0.733957E+00  -0.555932E-06   0.159047E-03  -0.555932E-06   0.609988E-07
   189   0.537328E+04  -0.273502E+02   0.157786E-03  -0.273502E+02   0.725438E+00  -0.542732E-06   0.157786E-03  -0.542732E-06   0.606845E-07
   190   0.539381E+04  -0.263592E+02   0.156537E-03  -0.263592E+02   0.717351E+00  -0.529575E-06   0.156537E-03  -0.529575E-06   0.603728E-07
   191   0.541381E+04  -0.253423E+02   0.155300E-03  -0.253423E+02   0.709730E+00  -0.516451E-06   0.155300E-03  -0.516451E-06   0.600636E-07
   192   0.543327E+04  -0.242995E+02   0.154074E-03  -0.242995E+02   0.702609E+00  -0.503347E-06   0.154074E-03  -0.503347E-06   0.597570E-07
   193   0.545219E+04  -0.232311E+02   0.152859E-03  -0.232311E+02   0.696021E+00  -0.490252E-06   0.152859E-03  -0.490252E-06   0.594528E-07
   194   0.547057E+04  -0.221374E+02   0.151654E-03  -0.221374E+02   0.690001E+00  -0.477155E-06   0.151654E-03  -0.477155E-06   0.591511E-07
   195   0.548839E+04  -0.210188E+02   0.150460E-03  -0.210188E+02   0.684587E+00  -0.464043E-06   0.150460E-03  -0.464043E-06   0.588518E-07
   196   0.550566E+04  -0.198756E+02   0.149276E-03  -0.198756E+02   0.679813E+00  -0.450905E-06   0.149276E-03  -0.450905E-06   0.585549E-07
   197   0.552238E+04  -0.187081E+02   0.148101E-03  -0.187081E+02   0.675716E+00  -0.437730E-06   0.148101E-03  -0.437730E-06   0.582603E-07
   198   0.553854E+04  -0.175167E+02   0.146936E-03  -0.175167E+02   0.672332E+00  -0.424505E-06   0.146936E-03  -0.424505E-06   0.579682E-07
   199   0.555412E+04  -0.163016E+02   0.145779E-03  -0.163016E+02   0.669698E+00  -0.411219E-06   0.145779E-03  -0.411219E-06   0.576783E-07
   200   0.556913E+04  -0.150635E+02   0.144631E-03  -0.150635E+02   0.667848E+00  -0.397860E-06   0.144631E-03  -0.397860E-06   0.573907E-07
   201   0.558357E+04  -0.138024E+02   0.143492E-03  -0.138024E+02   0.666820E+00  -0.384420E-06   0.143492E-03  -0.384420E-06   0.571053E-07
   202   0.559741E+04  -0.125190E+02   0.142361E-03  -0.125190E+02   0.666650E+00  -0.370899E-06   0.142361E-03  -0.370899E-06   0.568222E-07
   203   0.561065E+04  -0.112135E+02   0.141237E-03  -0.112135E+02   0.667376E+00  -0.357299E-06   0.141237E-03  -0.357299E-06   0.565413E-07
   204   0.562328E+04  -0.988642E+01   0.140122E-03  -0.988642E+01   0.669033E+00  -0.343626E-06   0.140122E-03  -0.343626E-06   0.562627E-07
   205   0.563528E+04  -0.853820E+01   0.139015E-03  -0.853820E+01   0.671659E+00  -0.329880E-06   0.139015E-03  -0.329880E-06   0.559862E-07
   206   0.564665E+04  -0.716923E+01   0.137916E-03  -0.716923E+01   0.675289E+00  -0.316067E-06   0.137916E-03  -0.316067E-06   0.557118E-07
   207   0.565737E+04  -0.577987E+01   0.136825E-03  -0.577987E+01   0.679962E+00  -0.302189E-06   0.136825E-03  -0.302189E-06   0.554396E-07
   208   0.566745E+04  -0.437073E+01   0.135742E-03  -0.437073E+01   0.685713E+00  -0.288248E-06   0.135742E-03  -0.288248E-06   0.551696E-07
   209   0.567690E+04  -0.294234E+01   0.134666E-03  -0.294234E+01   0.692579E+00  -0.274250E-06   0.134666E-03  -0.274250E-06   0.549016E-07
   210   0.568572E+04  -0.149527E+01   0.133599E-03  -0.149527E+01   0.700597E+00  -0.260196E-06   0.133599E-03  -0.260196E-06   0.546358E-07
   211   0.569391E+04  -0.300545E-01   0.132539E-03  -0.300545E-01   0.709804E+00  -0.246090E-06   0.132539E-03  -0.246090E-06   0.543720E-07
   212   0.570148E+04   0.145274E+01   0.131487E-03   0.145274E+01   0.720235E+00  -0.231935E-06   0.131487E-03  -0.231935E-06   0.541103E-07
   213   0.570843E+04   0.295255E+01   0.130442E-03   0.295255E+01   0.731929E+00  -0.217735E-06   0.130442E-03  -0.217735E-06   0.538506E-07
   214   0.571477E+04   0.446884E+01   0.129405E-03   0.446884E+01   0.744921E+00  -0.203492E-06   0.129405E-03  -0.203492E-06   0.535929E-07
   215   0.572050E+04   0.600100E+01   0.128376E-03   0.600100E+01   0.759243E+00  -0.189210E-06   0.128376E-03  -0.189210E-06   0.533372E-07
   216   0.572561E+04   0.754845E+01   0.127354E-03   0.754845E+01   0.774939E+00  -0.174893E-06   0.127354E-03  -0.174893E-06   0.530836E-07
   217   0.573008E+04   0.911056E+01   0.126340E-03   0.911056E+01   0.792039E+00  -0.160542E-06   0.126340E-03  -0.160542E-06   0.528318E-07
   218   0.573393E+04   0.106868E+02   0.125333E-03   0.106868E+02   0.810573E+00  -0.146162E-06   0.125333E-03  -0.146162E-06   0.525820E-07
   219   0.573715E+04   0.122766E+02   0.124333E-03   0.122766E+02   0.830585E+00  -0.131756E-06   0.124333E-03  -0.131756E-06   0.523342E-07
   220   0.573972E+04   0.138793E+02   0.123341E-03   0.138793E+02   0.852105E+00  -0.117327E-06   0.123341E-03  -0.117327E-06   0.520883E-07
   221   0.574166E+04   0.154942E+02   0.122356E-03   0.154942E+02   0.875163E+00  -0.102878E-06   0.122356E-03  -0.102878E-06   0.518442E-07
   222   0.574294E+04   0.171209E+02   0.121378E-03   0.171209E+02   0.899803E+00  -0.884119E-07   0.121378E-03  -0.884119E-07   0.516020E-07
   223   0.574358E+04   0.187586E+02   0.120407E-03   0.187586E+02   0.926047E+00  -0.739329E-07   0.120407E-03  -0.739329E-07   0.513617E-07
   224   0.574358E+04   0.204067E+02   0.119444E-03   0.204067E+02   0.953933E+00  -0.594437E-07   0.119444E-03  -0.594437E-07   0.511232E-07
   225   0.574294E+04   0.220644E+02   0.118487E-03   0.220644E+02   0.983484E+00  -0.449476E-07   0.118487E-03  -0.449476E-07   0.508865E-07
   226   0.574165E+04   0.237311E+02   0.117538E-03   0.237311E+02   0.101474E+01  -0.304479E-07   0.117538E-03  -0.304479E-07   0.506517E-07
   227   0.573972E+04   0.254063E+02   0.116595E-03   0.254063E+02   0.104774E+01  -0.159476E-07   0.116595E-03  -0.159476E-07   0.504186E-07
   228   0.573715E+04   0.270891E+02   0.115660E-03   0.270891E+02   0.108250E+01  -0.145018E-08   0.115660E-03  -0.145018E-08   0.501872E-07
   229   0.573395E+04   0.287789E+02   0.114731E-03   0.287789E+02   0.111905E+01   0.130413E-07   0.114731E-03   0.130413E-07   0.499577E-07
   230   0.573011E+04   0.304751E+02   0.113809E-03   0.304751E+02   0.115743E+01   0.275236E-07   0.113809E-03   0.275236E-07   0.497298E-07
   231   0.572563E+04   0.321769E+02   0.112894E-03   0.321769E+02   0.119766E+01   0.419934E-07   0.112894E-03   0.419934E-07   0.495036E-07
   232   0.572052E+04   0.338836E+02   0.111986E-03   0.338836E+02   0.123976E+01   0.564476E-07   0.111986E-03   0.564476E-07   0.492792E-07
   233   0.571477E+04   0.355945E+02   0.111084E-03   0.355945E+02   0.128378E+01   0.708829E-07   0.111084E-03   0.708829E-07   0.490564E-07
   234   0.570839E+04   0.373088E+02   0.110189E-03   0.373088E+02   0.132972E+01   0.852961E-07   0.110189E-03   0.852961E-07   0.488353E-07
   235   0.570139E+04   0.390260E+02   0.109300E-03   0.390260E+02   0.137762E+01   0.996839E-07   0.109300E-03   0.996839E-07   0.486157E-07
   236   0.569374E+04   0.407453E+02   0.108418E-03   0.407453E+02   0.142752E+01   0.114043E-06   0.108418E-03   0.114043E-06   0.483979E-07
   237   0.568548E+04   0.424658E+02   0.107543E-03   0.424658E+02   0.147942E+01   0.128371E-06   0.107543E-03   0.128371E-06   0.481816E-07
   238   0.567660E+04   0.441869E+02   0.106674E-03   0.441869E+02   0.153334E+01   0.142663E-06   0.106674E-03   0.142663E-06   0.479669E-07
   239   0.566710E+04   0.459079E+02   0.105811E-03   0.459079E+02   0.158930E+01   0.156918E-06   0.105811E-03   0.156918E-06   0.477537E-07
   240   0.565698E+04   0.476279E+02   0.104955E-03   0.476279E+02   0.164735E+01   0.171130E-06   0.104955E-03   0.171130E-06   0.475421E-07
   241   0.564624E+04   0.493464E+02   0.104104E-03   0.493464E+02   0.170749E+01   0.185299E-06   0.104104E-03   0.185299E-06   0.473320E-07
   242   0.563489E+04   0.510625E+02   0.103261E-03   0.510625E+02   0.176974E+01   0.199419E-06   0.103261E-03   0.199419E-06   0.471235E-07
   243   0.562294E+04   0.527753E+02   0.102423E-03   0.527753E+02   0.183412E+01   0.213488E-06   0.102423E-03   0.213488E-06   0.469164E-07
   244   0.561038E+04   0.544845E+02   0.101591E-03   0.544845E+02   0.190064E+01   0.227503E-06   0.101591E-03   0.227503E-06   0.467108E-07
   245   0.559724E+04   0.561890E+02   0.100766E-03   0.561890E+02   0.196934E+01   0.241460E-06   0.100766E-03   0.241460E-06   0.465066E-07
   246   0.558350E+04   0.578883E+02   0.999463E-04   0.578883E+02   0.204021E+01   0.255356E-06   0.999463E-04   0.255356E-06   0.463039E-07
   247   0.556918E+04   0.595816E+02   0.991329E-04   0.595816E+02   0.211327E+01   0.269189E-06   0.991329E-04   0.269189E-06   0.461026E-07
   248   0.555428E+04   0.612681E+02   0.983253E-04   0.612681E+02   0.218855E+01   0.282954E-06   0.983253E-04   0.282954E-06   0.459026E-07
   249   0.553880E+04   0.629472E+02   0.975237E-04   0.629472E+02   0.226604E+01   0.296649E-06   0.975237E-04   0.296649E-06   0.457041E-07
   250   0.552276E+04   0.646180E+02   0.967278E-04   0.646180E+02   0.234577E+01   0.310270E-06   0.967278E-04   0.310270E-06   0.455069E-07
   251   0.550615E+04   0.662798E+02   0.959378E-04   0.662798E+02   0.242774E+01   0.323814E-06   0.959378E-04   0.323814E-06   0.453111E-07
   252   0.548897E+04   0.679317E+02   0.951535E-04   0.679317E+02   0.251195E+01   0.337283E-06   0.951535E-04   0.337283E-06   0.451166E-07
   253   0.547122E+04   0.695730E+02   0.943749E-04   0.695730E+02   0.259841E+01   0.350675E-06   0.943749E-04   0.350675E-06   0.449234E-07
   254   0.545293E+04   0.712028E+02   0.936020E-04   0.712028E+02   0.268714E+01   0.363992E-06   0.936020E-04   0.363992E-06   0.447315E-07
   255   0.543406E+04   0.728204E+02   0.928346E-04   0.728204E+02   0.277813E+01   0.377234E-06   0.928346E-04   0.377234E-06   0.445410E-07
   256   0.541465E+04   0.744248E+02   0.920728E-04   0.744248E+02   0.287139E+01   0.390401E-06   0.920728E-04   0.390401E-06   0.443517E-07
   257   0.539470E+04   0.760157E+02   0.913165E-04   0.760157E+02   0.296693E+01   0.403495E-06   0.913165E-04   0.403495E-06   0.441637E-07
   258   0.537422E+04   0.775918E+02   0.905657E-04   0.775918E+02   0.306473E+01   0.416515E-06   0.905657E-04   0.416515E-06   0.439770E-07
   259   0.535321E+04   0.791536E+02   0.898203E-04   0.791536E+02   0.316481E+01   0.429462E-06   0.898203E-04   0.429462E-06   0.437915E-07
   260   0.533171E+04   0.806988E+02   0.890802E-04   0.806988E+02   0.326716E+01   0.442337E-06   0.890802E-04   0.442337E-06   0.436073E-07
   261   0.530972E+04   0.822283E+02   0.883455E-04   0.822283E+02   0.337179E+01   0.455139E-06   0.883455E-04   0.455139E-06   0.434243E-07
   262   0.528724E+04   0.837404E+02   0.876161E-04   0.837404E+02   0.347869E+01   0.467871E-06   0.876161E-04   0.467871E-06   0.432426E-07
   263   0.526430E+04   0.852352E+02   0.868918E-04   0.852352E+02   0.358786E+01   0.480531E-06   0.868918E-04   0.480531E-06   0.430620E-07
   264   0.524090E+04   0.867111E+02   0.861728E-04   0.867111E+02   0.369930E+01   0.493121E-06   0.861728E-04   0.493121E-06   0.428827E-07
   265   0.521704E+04   0.881690E+02   0.854588E-04   0.881690E+02   0.381299E+01   0.505640E-06   0.854588E-04   0.505640E-06   0.427046E-07
   266   0.519272E+04   0.896065E+02   0.847500E-04   0.896065E+02   0.392892E+01   0.518091E-06   0.847500E-04   0.518091E-06   0.425276E-07
   267   0.516797E+04   0.910229E+02   0.840462E-04   0.910229E+02   0.404708E+01   0.530472E-06   0.840462E-04   0.530472E-06   0.423519E-07
   268   0.514278E+04   0.924188E+02   0.833473E-04   0.924188E+02   0.416746E+01   0.542785E-06   0.833473E-04   0.542785E-06   0.421773E-07
   269   0.511715E+04   0.937922E+02   0.826535E-04   0.937922E+02   0.429006E+01   0.555029E-06   0.826535E-04   0.555029E-06   0.420038E-07
   270   0.509109E+04   0.951436E+02   0.819645E-04   0.951436E+02   0.441485E+01   0.567206E-06   0.819645E-04   0.567206E-06   0.418316E-07
   271   0.506463E+04   0.964709E+02   0.812803E-04   0.964709E+02   0.454182E+01   0.579317E-06   0.812803E-04   0.579317E-06   0.416604E-07
   272   0.503775E+04   0.977748E+02   0.806010E-04   0.977748E+02   0.467096E+01   0.591360E-06   0.806010E-04   0.591360E-06   0.414904E-07
   273   0.501048E+04   0.990538E+02   0.799264E-04   0.990538E+02   0.480223E+01   0.603338E-06   0.799264E-04   0.603338E-06   0.413215E-07
   274   0.498283E+04   0.100309E+03   0.792565E-04   0.100309E+03   0.493564E+01   0.615250E-06   0.792565E-04   0.615250E-06   0.411537E-07
   275   0.495479E+04   0.101537E+03   0.785913E-04   0.101537E+03   0.507114E+01   0.627097E-06   0.785913E-04   0.627097E-06   0.409869E-07
   276   0.492640E+04   0.102739E+03   0.779307E-04   0.102739E+03   0.520874E+01   0.638879E-06   0.779307E-04   0.638879E-06   0.408213E-07
   277   0.489765E+04   0.103915E+03   0.772747E-04   0.103915E+03   0.534840E+01   0.650598E-06   0.772747E-04   0.650598E-06   0.406568E-07
   278   0.486856E+04   0.105062E+03   0.766232E-04   0.105062E+03   0.549010E+01   0.662253E-06   0.766232E-04   0.662253E-06   0.404933E-07
   279   0.483914E+04   0.106182E+03   0.759761E-04   0.106182E+03   0.563381E+01   0.673844E-06   0.759761E-04   0.673844E-06   0.403308E-07
   280   0.480939E+04   0.107274E+03   0.753335E-04   0.107274E+03   0.577950E+01   0.685374E-06   0.753335E-04   0.685374E-06   0.401694E-07
   281   0.477933E+04   0.108336E+03   0.746953E-04   0.108336E+03   0.592714E+01   0.696841E-06   0.746953E-04   0.696841E-06   0.400091E-07
   282   0.474897E+04   0.109369E+03   0.740614E-04   0.109369E+03   0.607671E+01   0.708246E-06   0.740614E-04   0.708246E-06   0.398498E-07
   283   0.471832E+04   0.110372E+03   0.734317E-04   0.110372E+03   0.622817E+01   0.719591E-06   0.734317E-04   0.719591E-06   0.396914E-07
   284   0.468738E+04   0.111344E+03   0.728063E-04   0.111344E+03   0.638149E+01   0.730874E-06   0.728063E-04   0.730874E-06   0.395341E-07
   285   0.465617E+04   0.112284E+03   0.721851E-04   0.112284E+03   0.653664E+01   0.742098E-06   0.721851E-04   0.742098E-06   0.393778E-07
   286   0.462470E+04   0.113194E+03   0.715681E-04   0.113194E+03   0.669359E+01   0.753262E-06   0.715681E-04   0.753262E-06   0.392224E-07
   287   0.459298E+04   0.114072E+03   0.709551E-04   0.114072E+03   0.685228E+01   0.764367E-06   0.709551E-04   0.764367E-06   0.390681E-07
   288   0.456102E+04   0.114916E+03   0.703462E-04   0.114916E+03   0.701270E+01   0.775414E-06   0.703462E-04   0.775414E-06   0.389147E-07
   289   0.452883E+04   0.115729E+03   0.697413E-04   0.115729E+03   0.717480E+01   0.786402E-06   0.697413E-04   0.786402E-06   0.387622E-07
   290   0.449642E+04   0.116507E+03   0.691403E-04   0.116507E+03   0.733854E+01   0.797333E-06   0.691403E-04   0.797333E-06   0.386107E-07
   291   0.446381E+04   0.117252E+03   0.685433E-04   0.117252E+03   0.750390E+01   0.808206E-06   0.685433E-04   0.808206E-06   0.384601E-07
   292   0.443099E+04   0.117963E+03   0.679501E-04   0.117963E+03   0.767074E+01   0.819023E-06   0.679501E-04   0.819023E-06   0.383104E-07
   293   0.439799E+04   0.118639E+03   0.673607E-04   0.118639E+03   0.783915E+01   0.829784E-06   0.673607E-04   0.829784E-06   0.381617E-07
   294   0.436480E+04   0.119280E+03   0.667751E-04   0.119280E+03   0.800904E+01   0.840489E-06   0.667751E-04   0.840489E-06   0.380138E-07
   295   0.433145E+04   0.119886E+03   0.661932E-04   0.119886E+03   0.818027E+01   0.851139E-06   0.661932E-04   0.851139E-06   0.378668E-07
   296   0.429793E+04   0.120457E+03   0.656150E-04   0.120457E+03   0.835291E+01   0.861734E-06   0.656150E-04   0.861734E-06   0.377207E-07
   297   0.426426E+04   0.120990E+03   0.650404E-04   0.120990E+03   0.852681E+01   0.872275E-06   0.650404E-04   0.872275E-06   0.375755E-07
   298   0.423044E+04   0.121486E+03   0.644694E-04   0.121486E+03   0.870198E+01   0.882762E-06   0.644694E-04   0.882762E-06   0.374311E-07
   299   0.419650E+04   0.121947E+03   0.639019E-04   0.121947E+03   0.887833E+01   0.893196E-06   0.639019E-04   0.893196E-06   0.372876E-07
   300   0.416243E+04   0.122369E+03   0.633380E-04   0.122369E+03   0.905581E+01   0.903578E-06   0.633380E-04   0.903578E-06   0.371449E-07
   301   0.412826E+04   0.122755E+03   0.627774E-04   0.122755E+03   0.923447E+01   0.913906E-06   0.627774E-04   0.913906E-06   0.370031E-07
   302   0.409400E+04   0.123103E+03   0.622203E-04   0.123103E+03   0.941409E+01   0.924178E-06   0.622203E-04   0.924178E-06   0.368621E-07
   303   0.405965E+04   0.123414E+03   0.616667E-04   0.123414E+03   0.959476E+01   0.934388E-06   0.616667E-04   0.934388E-06   0.367218E-07
   304   0.402523E+04   0.123688E+03   0.611165E-04   0.123688E+03   0.977639E+01   0.944531E-06   0.611165E-04   0.944531E-06   0.365824E-07
   305   0.399076E+04   0.123924E+03   0.605698E-04   0.123924E+03   0.995892E+01   0.954604E-06   0.605698E-04   0.954604E-06   0.364438E-07
   306   0.395623E+04   0.124121E+03   0.600266E-04   0.124121E+03   0.101423E+02   0.964600E-06   0.600266E-04   0.964600E-06   0.363060E-07
   307   0.392168E+04   0.124280E+03   0.594870E-04   0.124280E+03   0.103265E+02   0.974516E-06   0.594870E-04   0.974516E-06   0.361690E-07
   308   0.388710E+04   0.124402E+03   0.589508E-04   0.124402E+03   0.105114E+02   0.984346E-06   0.589508E-04   0.984346E-06   0.360328E-07
   309   0.385251E+04   0.124485E+03   0.584181E-04   0.124485E+03   0.106970E+02   0.994087E-06   0.584181E-04   0.994087E-06   0.358974E-07
   310   0.381790E+04   0.124530E+03   0.578890E-04   0.124530E+03   0.108831E+02   0.100373E-05   0.578890E-04   0.100373E-05   0.357627E-07
   311   0.378331E+04   0.124535E+03   0.573635E-04   0.124535E+03   0.110698E+02   0.101328E-05   0.573635E-04   0.101328E-05   0.356288E-07
   312   0.374872E+04   0.124502E+03   0.568415E-04   0.124502E+03   0.112569E+02   0.102272E-05   0.568415E-04   0.102272E-05   0.354957E-07
   313   0.371417E+04   0.124430E+03   0.563230E-04   0.124430E+03   0.114445E+02   0.103205E-05   0.563230E-04   0.103205E-05   0.353633E-07
   314   0.367965E+04   0.124320E+03   0.558082E-04   0.124320E+03   0.116323E+02   0.104127E-05   0.558082E-04   0.104127E-05   0.352317E-07
   315   0.364518E+04   0.124170E+03   0.552969E-04   0.124170E+03   0.118204E+02   0.105037E-05   0.552969E-04   0.105037E-05   0.351008E-07
   316   0.361077E+04   0.123981E+03   0.547893E-04   0.123981E+03   0.120088E+02   0.105935E-05   0.547893E-04   0.105935E-05   0.349707E-07
   317   0.357642E+04   0.123754E+03   0.542852E-04   0.123754E+03   0.121973E+02   0.106820E-05   0.542852E-04   0.106820E-05   0.348413E-07
   318   0.354217E+04   0.123488E+03   0.537848E-04   0.123488E+03   0.123859E+02   0.107691E-05   0.537848E-04   0.107691E-05   0.347126E-07
